year;state;month;number
2002;Rondonia;12;91
2003;Rondonia;12;214
2004;Rondonia;12;208
2005;Rondonia;12;36
2006;Rondonia;12;4
2007;Rondonia;12;6
2008;Rondonia;12;2
2009;Rondonia;12;9
2010;Rondonia;12;158
2011;Rondonia;12;37
2012;Rondonia;12;50
2013;Rondonia;12;143
2014;Rondonia;12;144
2015;Rondonia;12;282
2016;Rondonia;12;148
1998;Roraima;1;0
1999;Roraima;1;15
2000;Roraima;1;18
2001;Roraima;1;101
2002;Roraima;1;302
2003;Roraima;1;547
2004;Roraima;1;355
2005;Roraima;1;106
2006;Roraima;1;70
2007;Roraima;1;194
2008;Roraima;1;245
2009;Roraima;1;45
2010;Roraima;1;351
2011;Roraima;1;225
2012;Roraima;1;217
2013;Roraima;1;397
2014;Roraima;1;355
2015;Roraima;1;330
2016;Roraima;1;1.754
2017;Roraima;1;108
1998;Roraima;2;0
1999;Roraima;2;20
2000;Roraima;2;57
2001;Roraima;2;646
2002;Roraima;2;476
2003;Roraima;2;767
2004;Roraima;2;259
2005;Roraima;2;105
2006;Roraima;2;283
2007;Roraima;2;796
2008;Roraima;2;138
2009;Roraima;2;153
2010;Roraima;2;470
2011;Roraima;2;112
2012;Roraima;2;130
2013;Roraima;2;62
2014;Roraima;2;226
2015;Roraima;2;418
2016;Roraima;2;171
2017;Roraima;2;129
1998;Roraima;3;0
1999;Roraima;3;98
2000;Roraima;3;125
2001;Roraima;3;1.108
2002;Roraima;3;820
2003;Roraima;3;1.131
2004;Roraima;3;276
2005;Roraima;3;244
2006;Roraima;3;385
2007;Roraima;3;665
2008;Roraima;3;422
2009;Roraima;3;176
2010;Roraima;3;417
2011;Roraima;3;91
2012;Roraima;3;99
2013;Roraima;3;179
2014;Roraima;3;494
2015;Roraima;3;163
2016;Roraima;3;1.081
2017;Roraima;3;216
1998;Roraima;4;0
1999;Roraima;4;16
2000;Roraima;4;0
2001;Roraima;4;380
2002;Roraima;4;41
2003;Roraima;4;268
2004;Roraima;4;182
2005;Roraima;4;22
2006;Roraima;4;201
2007;Roraima;4;58
2008;Roraima;4;175
2009;Roraima;4;115
2010;Roraima;4;15
2011;Roraima;4;108
2012;Roraima;4;25
2013;Roraima;4;87
2014;Roraima;4;162
2015;Roraima;4;278
2016;Roraima;4;126
2017;Roraima;4;51
1998;Roraima;5;0
1999;Roraima;5;0
2000;Roraima;5;7
2001;Roraima;5;9
2002;Roraima;5;0
2003;Roraima;5;0
2004;Roraima;5;2
2005;Roraima;5;1
2006;Roraima;5;0
2007;Roraima;5;0
2008;Roraima;5;8
2009;Roraima;5;219
2010;Roraima;5;3
2011;Roraima;5;4
2012;Roraima;5;18
2013;Roraima;5;4
2014;Roraima;5;58
2015;Roraima;5;12
2016;Roraima;5;22
2017;Roraima;5;29
1998;Roraima;6;0
1999;Roraima;6;3
2000;Roraima;6;0
2001;Roraima;6;1
2002;Roraima;6;0
2003;Roraima;6;0
2004;Roraima;6;6
2005;Roraima;6;5
2006;Roraima;6;0
2007;Roraima;6;1
2008;Roraima;6;0
2009;Roraima;6;16
2010;Roraima;6;0
2011;Roraima;6;6
2012;Roraima;6;22
2013;Roraima;6;6
2014;Roraima;6;4
2015;Roraima;6;3
2016;Roraima;6;7
2017;Roraima;6;4
1998;Roraima;7;1
1999;Roraima;7;4
2000;Roraima;7;0
2001;Roraima;7;1
2002;Roraima;7;7
2003;Roraima;7;0
2004;Roraima;7;2
2005;Roraima;7;2
2006;Roraima;7;0
2007;Roraima;7;3
2008;Roraima;7;0
2009;Roraima;7;18
2010;Roraima;7;1
2011;Roraima;7;9
2012;Roraima;7;2
2013;Roraima;7;4
2014;Roraima;7;9
2015;Roraima;7;5
2016;Roraima;7;0
2017;Roraima;7;3
1998;Roraima;8;0
1999;Roraima;8;1
2000;Roraima;8;9
2001;Roraima;8;4
2002;Roraima;8;7
2003;Roraima;8;2
2004;Roraima;8;18
2005;Roraima;8;9
2006;Roraima;8;4
2007;Roraima;8;2
2008;Roraima;8;4
2009;Roraima;8;29
2010;Roraima;8;3
2011;Roraima;8;39
2012;Roraima;8;4
2013;Roraima;8;3
2014;Roraima;8;12
2015;Roraima;8;11
2016;Roraima;8;11
2017;Roraima;8;35
1998;Roraima;9;2
1999;Roraima;9;3
2000;Roraima;9;12
2001;Roraima;9;1
2002;Roraima;9;48
2003;Roraima;9;6
2004;Roraima;9;9
2005;Roraima;9;72
2006;Roraima;9;40
2007;Roraima;9;9
2008;Roraima;9;17
2009;Roraima;9;117
2010;Roraima;9;18
2011;Roraima;9;53
2012;Roraima;9;67
2013;Roraima;9;18
2014;Roraima;9;67
2015;Roraima;9;77
2016;Roraima;9;19
2017;Roraima;9;43
1998;Roraima;10;1
1999;Roraima;10;10
2000;Roraima;10;25
2001;Roraima;10;13
2002;Roraima;10;191
2003;Roraima;10;14
2004;Roraima;10;53
2005;Roraima;10;88
2006;Roraima;10;135
2007;Roraima;10;15
2008;Roraima;10;78
2009;Roraima;10;197
2010;Roraima;10;64
2011;Roraima;10;65
2012;Roraima;10;152
2013;Roraima;10;63
2014;Roraima;10;61
2015;Roraima;10;181
2016;Roraima;10;101
2017;Roraima;10;156
1998;Roraima;11;1
1999;Roraima;11;15
2000;Roraima;11;32
2001;Roraima;11;76
2002;Roraima;11;133
2003;Roraima;11;27
2004;Roraima;11;135
2005;Roraima;11;135
2006;Roraima;11;26
2007;Roraima;11;112
2008;Roraima;11;39
2009;Roraima;11;312
2010;Roraima;11;27
2011;Roraima;11;121
2012;Roraima;11;187
2013;Roraima;11;106
2014;Roraima;11;143
2015;Roraima;11;280
2016;Roraima;11;71
2017;Roraima;11;327
1998;Roraima;12;16
1999;Roraima;12;35
2000;Roraima;12;77
2001;Roraima;12;76
2002;Roraima;12;199
2003;Roraima;12;157
2004;Roraima;12;160
2005;Roraima;12;71
2006;Roraima;12;101
2007;Roraima;12;8
2008;Roraima;12;5
2009;Roraima;12;290
2010;Roraima;12;73
2011;Roraima;12;249
2012;Roraima;12;78
2013;Roraima;12;65
2014;Roraima;12;277
2015;Roraima;12;304
2016;Roraima;12;136
1998;Santa Catarina;1;0
1999;Santa Catarina;1;11
2000;Santa Catarina;1;14
2001;Santa Catarina;1;11
2002;Santa Catarina;1;22
2003;Santa Catarina;1;45
2004;Santa Catarina;1;37
2005;Santa Catarina;1;46
2006;Santa Catarina;1;41
2007;Santa Catarina;1;9
2008;Santa Catarina;1;25
2009;Santa Catarina;1;21
2010;Santa Catarina;1;2
2011;Santa Catarina;1;9
2012;Santa Catarina;1;14
2013;Santa Catarina;1;18
2014;Santa Catarina;1;58
2015;Santa Catarina;1;28
2016;Santa Catarina;1;53
2017;Santa Catarina;1;46
1998;Santa Catarina;2;0
1999;Santa Catarina;2;2
2000;Santa Catarina;2;8
2001;Santa Catarina;2;0
2002;Santa Catarina;2;5
2003;Santa Catarina;2;43
2004;Santa Catarina;2;29
2005;Santa Catarina;2;46
2006;Santa Catarina;2;18
2007;Santa Catarina;2;14
2008;Santa Catarina;2;29
2009;Santa Catarina;2;7
2010;Santa Catarina;2;15
2011;Santa Catarina;2;1
2012;Santa Catarina;2;13
2013;Santa Catarina;2;12
2014;Santa Catarina;2;27
2015;Santa Catarina;2;23
2016;Santa Catarina;2;10
2017;Santa Catarina;2;31
1998;Santa Catarina;3;0
1999;Santa Catarina;3;7
2000;Santa Catarina;3;46
2001;Santa Catarina;3;1
2002;Santa Catarina;3;12
2003;Santa Catarina;3;58
2004;Santa Catarina;3;73
2005;Santa Catarina;3;92
2006;Santa Catarina;3;48
2007;Santa Catarina;3;23
2008;Santa Catarina;3;14
2009;Santa Catarina;3;33
2010;Santa Catarina;3;9
2011;Santa Catarina;3;8
2012;Santa Catarina;3;65
2013;Santa Catarina;3;14
2014;Santa Catarina;3;15
2015;Santa Catarina;3;37
2016;Santa Catarina;3;21
2017;Santa Catarina;3;12
1998;Santa Catarina;4;0
1999;Santa Catarina;4;0
2000;Santa Catarina;4;7
2001;Santa Catarina;4;1
2002;Santa Catarina;4;7
2003;Santa Catarina;4;120
2004;Santa Catarina;4;59
2005;Santa Catarina;4;25
2006;Santa Catarina;4;30
2007;Santa Catarina;4;2
2008;Santa Catarina;4;31
2009;Santa Catarina;4;57
2010;Santa Catarina;4;19
2011;Santa Catarina;4;5
2012;Santa Catarina;4;40
2013;Santa Catarina;4;46
2014;Santa Catarina;4;34
2015;Santa Catarina;4;32
2016;Santa Catarina;4;36
2017;Santa Catarina;4;26
1998;Santa Catarina;5;0
1999;Santa Catarina;5;1
2000;Santa Catarina;5;0
2001;Santa Catarina;5;2
2002;Santa Catarina;5;3
2003;Santa Catarina;5;84
2004;Santa Catarina;5;2
2005;Santa Catarina;5;21
2006;Santa Catarina;5;33
2007;Santa Catarina;5;2
2008;Santa Catarina;5;15
2009;Santa Catarina;5;33
2010;Santa Catarina;5;1
2011;Santa Catarina;5;16
2012;Santa Catarina;5;60
2013;Santa Catarina;5;52
2014;Santa Catarina;5;42
2015;Santa Catarina;5;70
2016;Santa Catarina;5;26
2017;Santa Catarina;5;36
1998;Santa Catarina;6;2
1999;Santa Catarina;6;0
2000;Santa Catarina;6;2
2001;Santa Catarina;6;1
2002;Santa Catarina;6;0
2003;Santa Catarina;6;68
2004;Santa Catarina;6;127
2005;Santa Catarina;6;58
2006;Santa Catarina;6;32
2007;Santa Catarina;6;11
2008;Santa Catarina;6;2
2009;Santa Catarina;6;14
2010;Santa Catarina;6;1
2011;Santa Catarina;6;26
2012;Santa Catarina;6;42
2013;Santa Catarina;6;31
2014;Santa Catarina;6;3
2015;Santa Catarina;6;104
2016;Santa Catarina;6;79
2017;Santa Catarina;6;70
1998;Santa Catarina;7;0
1999;Santa Catarina;7;2
2000;Santa Catarina;7;21
2001;Santa Catarina;7;5
2002;Santa Catarina;7;82
2003;Santa Catarina;7;43
2004;Santa Catarina;7;94
2005;Santa Catarina;7;90
2006;Santa Catarina;7;74
2007;Santa Catarina;7;12
2008;Santa Catarina;7;46
2009;Santa Catarina;7;26
2010;Santa Catarina;7;31
2011;Santa Catarina;7;31
2012;Santa Catarina;7;42
2013;Santa Catarina;7;69
2014;Santa Catarina;7;82
2015;Santa Catarina;7;45
2016;Santa Catarina;7;480
2017;Santa Catarina;7;591
1998;Santa Catarina;8;0
1999;Santa Catarina;8;51
2000;Santa Catarina;8;69
2001;Santa Catarina;8;24
2002;Santa Catarina;8;702
2003;Santa Catarina;8;1.513
2004;Santa Catarina;8;728
2005;Santa Catarina;8;391
2006;Santa Catarina;8;728
2007;Santa Catarina;8;462
2008;Santa Catarina;8;51
2009;Santa Catarina;8;759
2010;Santa Catarina;8;511
2011;Santa Catarina;8;175
2012;Santa Catarina;8;398
2013;Santa Catarina;8;236
2014;Santa Catarina;8;459
2015;Santa Catarina;8;379
2016;Santa Catarina;8;765
2017;Santa Catarina;8;713
1998;Santa Catarina;9;6
1999;Santa Catarina;9;101
2000;Santa Catarina;9;36
2001;Santa Catarina;9;18
2002;Santa Catarina;9;416
2003;Santa Catarina;9;1.339
2004;Santa Catarina;9;755
2005;Santa Catarina;9;116
2006;Santa Catarina;9;530
2007;Santa Catarina;9;617
2008;Santa Catarina;9;233
2009;Santa Catarina;9;47
2010;Santa Catarina;9;198
2011;Santa Catarina;9;450
2012;Santa Catarina;9;188
2013;Santa Catarina;9;303
2014;Santa Catarina;9;208
2015;Santa Catarina;9;156
2016;Santa Catarina;9;644
2017;Santa Catarina;9;626
1998;Santa Catarina;10;4
1999;Santa Catarina;10;16
2000;Santa Catarina;10;55
2001;Santa Catarina;10;26
2002;Santa Catarina;10;42
2003;Santa Catarina;10;669
2004;Santa Catarina;10;704
2005;Santa Catarina;10;197
2006;Santa Catarina;10;269
2007;Santa Catarina;10;35
2008;Santa Catarina;10;56
2009;Santa Catarina;10;252
2010;Santa Catarina;10;76
2011;Santa Catarina;10;102
2012;Santa Catarina;10;34
2013;Santa Catarina;10;107
2014;Santa Catarina;10;122
2015;Santa Catarina;10;21
2016;Santa Catarina;10;56
2017;Santa Catarina;10;51
1998;Santa Catarina;11;21
1999;Santa Catarina;11;84
2000;Santa Catarina;11;19
2001;Santa Catarina;11;66
2002;Santa Catarina;11;348
2003;Santa Catarina;11;347
2004;Santa Catarina;11;279
2005;Santa Catarina;11;384
2006;Santa Catarina;11;45
2007;Santa Catarina;11;26
2008;Santa Catarina;11;16
2009;Santa Catarina;11;61
2010;Santa Catarina;11;88
2011;Santa Catarina;11;79
2012;Santa Catarina;11;72
2013;Santa Catarina;11;84
2014;Santa Catarina;11;43
2015;Santa Catarina;11;9
2016;Santa Catarina;11;156
2017;Santa Catarina;11;152
1998;Santa Catarina;12;26
1999;Santa Catarina;12;89
2000;Santa Catarina;12;29
2001;Santa Catarina;12;45
2002;Santa Catarina;12;76
2003;Santa Catarina;12;129
2004;Santa Catarina;12;68
2005;Santa Catarina;12;17
2006;Santa Catarina;12;7
2007;Santa Catarina;12;17
2008;Santa Catarina;12;29
2009;Santa Catarina;12;20
2010;Santa Catarina;12;23
2011;Santa Catarina;12;24
2012;Santa Catarina;12;32
2013;Santa Catarina;12;74
2014;Santa Catarina;12;45
2015;Santa Catarina;12;19
2016;Santa Catarina;12;20
1998;Sao Paulo;1;0
1999;Sao Paulo;1;7
2000;Sao Paulo;1;36
2001;Sao Paulo;1;26
2002;Sao Paulo;1;19
2003;Sao Paulo;1;59
2004;Sao Paulo;1;37
2005;Sao Paulo;1;26
2006;Sao Paulo;1;76
2007;Sao Paulo;1;14
2008;Sao Paulo;1;34
2009;Sao Paulo;1;12
2010;Sao Paulo;1;45
2011;Sao Paulo;1;75
2012;Sao Paulo;1;38
2013;Sao Paulo;1;36
2014;Sao Paulo;1;99
2015;Sao Paulo;1;120
2016;Sao Paulo;1;85
2017;Sao Paulo;1;28
1998;Sao Paulo;2;0
1999;Sao Paulo;2;47
2000;Sao Paulo;2;25
2001;Sao Paulo;2;25
2002;Sao Paulo;2;19
2003;Sao Paulo;2;137
2004;Sao Paulo;2;41
2005;Sao Paulo;2;78
2006;Sao Paulo;2;59
2007;Sao Paulo;2;96
2008;Sao Paulo;2;30
2009;Sao Paulo;2;65
2010;Sao Paulo;2;152
2011;Sao Paulo;2;73
2012;Sao Paulo;2;81
2013;Sao Paulo;2;100
2014;Sao Paulo;2;112
2015;Sao Paulo;2;69
2016;Sao Paulo;2;188
2017;Sao Paulo;2;107
1998;Sao Paulo;3;0
1999;Sao Paulo;3;78
2000;Sao Paulo;3;26
2001;Sao Paulo;3;35
2002;Sao Paulo;3;111
2003;Sao Paulo;3;86
2004;Sao Paulo;3;73
2005;Sao Paulo;3;73
2006;Sao Paulo;3;106
2007;Sao Paulo;3;152
2008;Sao Paulo;3;72
2009;Sao Paulo;3;55
2010;Sao Paulo;3;111
2011;Sao Paulo;3;45
2012;Sao Paulo;3;99
2013;Sao Paulo;3;57
2014;Sao Paulo;3;75
2015;Sao Paulo;3;68
2016;Sao Paulo;3;82
2017;Sao Paulo;3;103
1998;Sao Paulo;4;0
1999;Sao Paulo;4;291
2000;Sao Paulo;4;102
2001;Sao Paulo;4;61
2002;Sao Paulo;4;178
2003;Sao Paulo;4;106
2004;Sao Paulo;4;36
2005;Sao Paulo;4;62
2006;Sao Paulo;4;63
2007;Sao Paulo;4;44
2008;Sao Paulo;4;84
2009;Sao Paulo;4;67
2010;Sao Paulo;4;91
2011;Sao Paulo;4;52
2012;Sao Paulo;4;82
2013;Sao Paulo;4;103
2014;Sao Paulo;4;103
2015;Sao Paulo;4;76
2016;Sao Paulo;4;307
2017;Sao Paulo;4;41
1998;Sao Paulo;5;0
1999;Sao Paulo;5;500
2000;Sao Paulo;5;300
2001;Sao Paulo;5;211
2002;Sao Paulo;5;319
2003;Sao Paulo;5;69
2004;Sao Paulo;5;60
2005;Sao Paulo;5;212
2006;Sao Paulo;5;88
2007;Sao Paulo;5;69
2008;Sao Paulo;5;40
2009;Sao Paulo;5;142
2010;Sao Paulo;5;150
2011;Sao Paulo;5;136
2012;Sao Paulo;5;82
2013;Sao Paulo;5;118
2014;Sao Paulo;5;181
2015;Sao Paulo;5;65
2016;Sao Paulo;5;139
2017;Sao Paulo;5;43
1998;Sao Paulo;6;451
1999;Sao Paulo;6;522
2000;Sao Paulo;6;606
2001;Sao Paulo;6;346
2002;Sao Paulo;6;562
2003;Sao Paulo;6;132
2004;Sao Paulo;6;231
2005;Sao Paulo;6;236
2006;Sao Paulo;6;97
2007;Sao Paulo;6;91
2008;Sao Paulo;6;25
2009;Sao Paulo;6;125
2010;Sao Paulo;6;143
2011;Sao Paulo;6;210
2012;Sao Paulo;6;30
2013;Sao Paulo;6;47
2014;Sao Paulo;6;331
2015;Sao Paulo;6;147
2016;Sao Paulo;6;197
2017;Sao Paulo;6;217
1998;Sao Paulo;7;596
1999;Sao Paulo;7;684
2000;Sao Paulo;7;770
2001;Sao Paulo;7;538
2002;Sao Paulo;7;448
2003;Sao Paulo;7;171
2004;Sao Paulo;7;342
2005;Sao Paulo;7;284
2006;Sao Paulo;7;245
2007;Sao Paulo;7;94
2008;Sao Paulo;7;126
2009;Sao Paulo;7;110
2010;Sao Paulo;7;600
2011;Sao Paulo;7;479
2012;Sao Paulo;7;179
2013;Sao Paulo;7;181
2014;Sao Paulo;7;476
2015;Sao Paulo;7;149
2016;Sao Paulo;7;687
2017;Sao Paulo;7;802
1998;Sao Paulo;8;581
1999;Sao Paulo;8;1.211
2000;Sao Paulo;8;915
2001;Sao Paulo;8;595
2002;Sao Paulo;8;719
2003;Sao Paulo;8;934
2004;Sao Paulo;8;794
2005;Sao Paulo;8;522
2006;Sao Paulo;8;572
2007;Sao Paulo;8;470
2008;Sao Paulo;8;153
2009;Sao Paulo;8;289
2010;Sao Paulo;8;1.809
2011;Sao Paulo;8;1.067
2012;Sao Paulo;8;435
2013;Sao Paulo;8;497
2014;Sao Paulo;8;1.458
2015;Sao Paulo;8;643
2016;Sao Paulo;8;797
2017;Sao Paulo;8;981
1998;Sao Paulo;9;525
1999;Sao Paulo;9;911
2000;Sao Paulo;9;582
2001;Sao Paulo;9;425
2002;Sao Paulo;9;302
2003;Sao Paulo;9;977
2004;Sao Paulo;9;809
2005;Sao Paulo;9;231
2006;Sao Paulo;9;694
2007;Sao Paulo;9;495
2008;Sao Paulo;9;486
2009;Sao Paulo;9;116
2010;Sao Paulo;9;1.677
2011;Sao Paulo;9;1.108
2012;Sao Paulo;9;813
2013;Sao Paulo;9;560
2014;Sao Paulo;9;882
2015;Sao Paulo;9;368
2016;Sao Paulo;9;490
2017;Sao Paulo;9;2.868
1998;Sao Paulo;10;434
1999;Sao Paulo;10;763
2000;Sao Paulo;10;647
2001;Sao Paulo;10;444
2002;Sao Paulo;10;733
2003;Sao Paulo;10;422
2004;Sao Paulo;10;195
2005;Sao Paulo;10;221
2006;Sao Paulo;10;153
2007;Sao Paulo;10;281
2008;Sao Paulo;10;87
2009;Sao Paulo;10;64
2010;Sao Paulo;10;260
2011;Sao Paulo;10;188
2012;Sao Paulo;10;206
2013;Sao Paulo;10;127
2014;Sao Paulo;10;887
2015;Sao Paulo;10;213
2016;Sao Paulo;10;177
2017;Sao Paulo;10;179
1998;Sao Paulo;11;488
1999;Sao Paulo;11;398
2000;Sao Paulo;11;96
2001;Sao Paulo;11;168
2002;Sao Paulo;11;72
2003;Sao Paulo;11;155
2004;Sao Paulo;11;144
2005;Sao Paulo;11;163
2006;Sao Paulo;11;43
2007;Sao Paulo;11;50
2008;Sao Paulo;11;20
2009;Sao Paulo;11;83
2010;Sao Paulo;11;104
2011;Sao Paulo;11;87
2012;Sao Paulo;11;50
2013;Sao Paulo;11;120
2014;Sao Paulo;11;56
2015;Sao Paulo;11;21
2016;Sao Paulo;11;39
2017;Sao Paulo;11;37
1998;Sao Paulo;12;121
1999;Sao Paulo;12;47
2000;Sao Paulo;12;23
2001;Sao Paulo;12;52
2002;Sao Paulo;12;57
2003;Sao Paulo;12;58
2004;Sao Paulo;12;102
2005;Sao Paulo;12;15
2006;Sao Paulo;12;13
2007;Sao Paulo;12;21
2008;Sao Paulo;12;36
2009;Sao Paulo;12;37
2010;Sao Paulo;12;52
2011;Sao Paulo;12;53
2012;Sao Paulo;12;64
2013;Sao Paulo;12;109
2014;Sao Paulo;12;57
2015;Sao Paulo;12;45
2016;Sao Paulo;12;47
1998;Sergipe;1;0
1999;Sergipe;1;36
2000;Sergipe;1;1
2001;Sergipe;1;2
2002;Sergipe;1;1
2003;Sergipe;1;198
2004;Sergipe;1;16
2005;Sergipe;1;80
2006;Sergipe;1;36
2007;Sergipe;1;56
2008;Sergipe;1;100
2009;Sergipe;1;60
2010;Sergipe;1;29
2011;Sergipe;1;36
2012;Sergipe;1;39
2013;Sergipe;1;34
2014;Sergipe;1;20
2015;Sergipe;1;44
2016;Sergipe;1;9
2017;Sergipe;1;31
1998;Sergipe;2;0
1999;Sergipe;2;25
2000;Sergipe;2;6
2001;Sergipe;2;2
2002;Sergipe;2;6
2003;Sergipe;2;50
2004;Sergipe;2;10
2005;Sergipe;2;19
2006;Sergipe;2;36
2007;Sergipe;2;22
2008;Sergipe;2;67
2009;Sergipe;2;64
2010;Sergipe;2;33
2011;Sergipe;2;31
2012;Sergipe;2;34
2013;Sergipe;2;47
2014;Sergipe;2;18
2015;Sergipe;2;40
2016;Sergipe;2;22
2017;Sergipe;2;18
1998;Sergipe;3;0
1999;Sergipe;3;18
2000;Sergipe;3;6
2001;Sergipe;3;1
2002;Sergipe;3;7
2003;Sergipe;3;62
2004;Sergipe;3;36
2005;Sergipe;3;28
2006;Sergipe;3;41
2007;Sergipe;3;2
2008;Sergipe;3;43
2009;Sergipe;3;29
2010;Sergipe;3;44
2011;Sergipe;3;47
2012;Sergipe;3;71
2013;Sergipe;3;67
2014;Sergipe;3;33
2015;Sergipe;3;49
2016;Sergipe;3;26
2017;Sergipe;3;16
1998;Sergipe;4;0
1999;Sergipe;4;6
2000;Sergipe;4;1
2001;Sergipe;4;0
2002;Sergipe;4;12
2003;Sergipe;4;48
2004;Sergipe;4;13
2005;Sergipe;4;8
2006;Sergipe;4;9
2007;Sergipe;4;1
2008;Sergipe;4;2
2009;Sergipe;4;19
2010;Sergipe;4;1
2011;Sergipe;4;12
2012;Sergipe;4;40
2013;Sergipe;4;15
2014;Sergipe;4;7
2015;Sergipe;4;35
2016;Sergipe;4;14
2017;Sergipe;4;8
1998;Sergipe;5;0
1999;Sergipe;5;0
2000;Sergipe;5;0
2001;Sergipe;5;3
2002;Sergipe;5;0
2003;Sergipe;5;2
2004;Sergipe;5;5
2005;Sergipe;5;0
2006;Sergipe;5;0
2007;Sergipe;5;0
2008;Sergipe;5;0
2009;Sergipe;5;0
2010;Sergipe;5;0
2011;Sergipe;5;0
2012;Sergipe;5;17
2013;Sergipe;5;1
2014;Sergipe;5;1
2015;Sergipe;5;11
2016;Sergipe;5;9
2017;Sergipe;5;1
1998;Sergipe;6;0
1999;Sergipe;6;0
2000;Sergipe;6;0
2001;Sergipe;6;0
2002;Sergipe;6;0
2003;Sergipe;6;0
2004;Sergipe;6;0
2005;Sergipe;6;0
2006;Sergipe;6;0
2007;Sergipe;6;0
2008;Sergipe;6;0
2009;Sergipe;6;2
2010;Sergipe;6;0
2011;Sergipe;6;1
2012;Sergipe;6;3
2013;Sergipe;6;1
2014;Sergipe;6;0
2015;Sergipe;6;3
2016;Sergipe;6;1
2017;Sergipe;6;0
1998;Sergipe;7;0
1999;Sergipe;7;0
2000;Sergipe;7;0
2001;Sergipe;7;0
2002;Sergipe;7;0
2003;Sergipe;7;0
2004;Sergipe;7;0
2005;Sergipe;7;0
2006;Sergipe;7;0
2007;Sergipe;7;0
2008;Sergipe;7;0
2009;Sergipe;7;0
2010;Sergipe;7;0
2011;Sergipe;7;0
2012;Sergipe;7;1
2013;Sergipe;7;0
2014;Sergipe;7;0
2015;Sergipe;7;0
2016;Sergipe;7;0
2017;Sergipe;7;0
1998;Sergipe;8;0
1999;Sergipe;8;0
2000;Sergipe;8;0
2001;Sergipe;8;0
2002;Sergipe;8;2
2003;Sergipe;8;0
2004;Sergipe;8;0
2005;Sergipe;8;0
2006;Sergipe;8;0
2007;Sergipe;8;0
2008;Sergipe;8;0
2009;Sergipe;8;0
2010;Sergipe;8;0
2011;Sergipe;8;1
2012;Sergipe;8;0
2013;Sergipe;8;0
2014;Sergipe;8;0
2015;Sergipe;8;0
2016;Sergipe;8;6
2017;Sergipe;8;0
1998;Sergipe;9;0
1999;Sergipe;9;0
2000;Sergipe;9;0
2001;Sergipe;9;1
2002;Sergipe;9;0
2003;Sergipe;9;3
2004;Sergipe;9;0
2005;Sergipe;9;2
2006;Sergipe;9;0
2007;Sergipe;9;0
2008;Sergipe;9;0
2009;Sergipe;9;1
2010;Sergipe;9;0
2011;Sergipe;9;0
2012;Sergipe;9;1
2013;Sergipe;9;1
2014;Sergipe;9;4
2015;Sergipe;9;1
2016;Sergipe;9;2
2017;Sergipe;9;0
1998;Sergipe;10;0
1999;Sergipe;10;0
2000;Sergipe;10;3
2001;Sergipe;10;5
2002;Sergipe;10;20
2003;Sergipe;10;2
2004;Sergipe;10;3
2005;Sergipe;10;11
2006;Sergipe;10;3
2007;Sergipe;10;3
2008;Sergipe;10;0
2009;Sergipe;10;1
2010;Sergipe;10;1
2011;Sergipe;10;5
2012;Sergipe;10;1
2013;Sergipe;10;3
2014;Sergipe;10;3
2015;Sergipe;10;6
2016;Sergipe;10;10
2017;Sergipe;10;0
1998;Sergipe;11;12
1999;Sergipe;11;3
2000;Sergipe;11;0
2001;Sergipe;11;5
2002;Sergipe;11;57
2003;Sergipe;11;2
2004;Sergipe;11;41
2005;Sergipe;11;23
2006;Sergipe;11;5
2007;Sergipe;11;7
2008;Sergipe;11;17
2009;Sergipe;11;9
2010;Sergipe;11;16
2011;Sergipe;11;4
2012;Sergipe;11;6
2013;Sergipe;11;7
2014;Sergipe;11;9
2015;Sergipe;11;47
2016;Sergipe;11;17
2017;Sergipe;11;1
1998;Sergipe;12;8
1999;Sergipe;12;5
2000;Sergipe;12;0
2001;Sergipe;12;5
2002;Sergipe;12;103
2003;Sergipe;12;36
2004;Sergipe;12;66
2005;Sergipe;12;29
2006;Sergipe;12;17
2007;Sergipe;12;33
2008;Sergipe;12;14
2009;Sergipe;12;21
2010;Sergipe;12;19
2011;Sergipe;12;36
2012;Sergipe;12;18
2013;Sergipe;12;9
2014;Sergipe;12;9
2015;Sergipe;12;63
2016;Sergipe;12;36
1998;Tocantins;1;0
1999;Tocantins;1;36
2000;Tocantins;1;15
2001;Tocantins;1;19
2002;Tocantins;1;35
2003;Tocantins;1;35
2004;Tocantins;1;40
2005;Tocantins;1;66
2006;Tocantins;1;91
2007;Tocantins;1;34
2008;Tocantins;1;28
2009;Tocantins;1;43
2010;Tocantins;1;79
2011;Tocantins;1;14
2012;Tocantins;1;12
2013;Tocantins;1;50
2014;Tocantins;1;89
2015;Tocantins;1;186
2016;Tocantins;1;42
2017;Tocantins;1;61
1998;Tocantins;2;0
1999;Tocantins;2;1
2000;Tocantins;2;6
2001;Tocantins;2;6
2002;Tocantins;2;48
2003;Tocantins;2;15
2004;Tocantins;2;7
2005;Tocantins;2;27
2006;Tocantins;2;14
2007;Tocantins;2;8
2008;Tocantins;2;6
2009;Tocantins;2;21
2010;Tocantins;2;32
2011;Tocantins;2;13
2012;Tocantins;2;45
2013;Tocantins;2;37
2014;Tocantins;2;73
2015;Tocantins;2;65
2016;Tocantins;2;383
2017;Tocantins;2;25
1998;Tocantins;3;0
1999;Tocantins;3;1
2000;Tocantins;3;4
2001;Tocantins;3;0
2002;Tocantins;3;33
2003;Tocantins;3;19
2004;Tocantins;3;23
2005;Tocantins;3;13
